AA_FileName,AA_Plot,AGG_AERODYNAMIC_DIAMETER_CENTER,AGG_AERODYNAMIC_DIAMETER_STANDARD_DEVIATION,AGG_EFF_DM_CENTER,AGG_EFF_DM_STANDARD_DEVIATION,AGG_EFF_RHO_100NM_CENTER,AGG_EFF_RHO_100NM_STANDARD_DEVIATION,AGG_EXPONENT_CONTINUUM_REGIME_D_MC_CENTER,AGG_EXPONENT_CONTINUUM_REGIME_D_MC_STANDARD_DEVIATION,AGG_EXPONENT_FREE_MOLECULAR_D_MFM_CENTER,AGG_EXPONENT_FREE_MOLECULAR_D_MFM_STANDARD_DEVIATION,AGG_EXPONENT_PROJECTED_AREA_COEFFICIENT_CENTER,AGG_EXPONENT_PROJECTED_AREA_COEFFICIENT_STANDARD_DEVIATION,AGG_FRACTAL_DIMENSION_CENTER,AGG_FRACTAL_DIMENSION_STANDARD_DEVIATION,AGG_FRACTAL_PREFACTOR_CENTER,AGG_FRACTAL_PREFACTOR_STANDARD_DEVIATION,AGG_MATERIAL_DENSITY_CENTER,AGG_MATERIAL_DENSITY_STANDARD_DEVIATION,AGG_MOBILITY_DIAMETER_CENTER_MAX,AGG_MOBILITY_DIAMETER_CENTER_MIN,AGG_POLYDISPERSITY_SIGMA_EACH_MOBILITY_CENTER,AGG_POLYDISPERSITY_SIGMA_EACH_MOBILITY_STANDARD_DEVIATION,AGG_POLYDISPERSITY_SIGMA_WITHIN_CENTER,AGG_POLYDISPERSITY_SIGMA_WITHIN_STANDARD_DEVIATION,AGG_PREFACTOR_PROJECTED_AREA_COEFFICIENT_CENTER,AGG_PREFACTOR_PROJECTED_AREA_COEFFICIENT_STANDARD_DEVIATION,AGG_PRIMARY_DIAMETER_CENTER,AGG_PRIMARY_DIAMETER_STANDARD_DEVIATION,AGG_PRIMARY_NUMBER_CENTER,AGG_PRIMARY_NUMBER_STANDARD_DEVIATION,AGG_RI_IMAG_CENTER,AGG_RI_IMAG_STANDARD_DEVIATION,AGG_RI_REAL_CENTER,AGG_RI_REAL_STANDARD_DEVIATION,AGG_WLENGTH_CENTER,AGG_WLENGTH_STANDARD_DEVIATION,AIR_PRESSURE_CENTER,AIR_PRESSURE_STANDARD_DEVIATION,AIR_TEMPERATURE_CENTER,AIR_TEMPERATURE_STANDARD_DEVIATION,CPC_NUMBER_DENSITY_CENTER,CPC_NUMBER_DENSITY_STANDARD_DEVIATION,D_TEM,MONTECARLO_ARRAY_SIZE,MONTECARLO_RANDOM_SIZE,MobilityBins,NumberOfSigma,PAX_ABSORPTION_COEFFICIENT_CENTER,PAX_ABSORPTION_COEFFICIENT_STANDARD_DEVIATION,PAX_SCATTERING_COEFFICIENT_CENTER,PAX_SCATTERING_COEFFICIENT_STANDARD_DEVIATION,PAX_WAVE_LENGTH_CENTER,PAX_WAVE_LENGTH_STANDARD_DEVIATION,PrimaryBins,VERSION,dp100_nano
TR_2019-09-24T091706+0000.csv,1,250,5,2.8,0.01,550,1,0.52,0.01,0.46,0.01,1.1,0.02,1.9,0.2,1.2,0,1800,20,950,50,1.4,0.01,1,0,1.13,0.02,65,25,300,100,0.95,0.2,1.95,0.2,870,20,93900,100,298,2,2751.55,133.71,0.75,10000,1000,59,3,366.69,15.6,102.66,5.21,870,10,48,0.2,19.49910492
TR_2019-09-24T094356+0000.csv,1,250,5,2.8,0.01,550,1,0.52,0.01,0.46,0.01,1.1,0.02,1.9,0.2,1.2,0,1800,20,950,50,1.8,0.01,1,0,1.13,0.02,65,25,300,100,0.95,0.2,1.95,0.2,870,20,93900,100,298,2,2751.55,133.71,0.75,10000,1000,59,3,366.69,15.6,102.66,5.21,870,10,48,0.2,19.49910492
TR_2019-09-24T100422+0000.csv,1,250,5,2.2,0.01,650,1,0.52,0.01,0.46,0.01,1.1,0.02,1.9,0.2,1.2,0,1800,20,950,50,1,0.01,1,0,1.13,0.02,65,25,300,100,0.95,0.2,1.95,0.2,870,20,93900,100,298,2,2751.55,133.71,0,10000,1000,59,3,366.69,15.6,102.66,5.21,870,10,48,0.2,24.02719152
TR_2019-09-24T100526+0000.csv,1,250,5,2.2,0.01,650,1,0.52,0.01,0.46,0.01,1.1,0.02,1.9,0.2,1.2,0,1800,20,950,50,1.4,0.01,1,0,1.13,0.02,65,25,300,100,0.95,0.2,1.95,0.2,870,20,93900,100,298,2,2751.55,133.71,0,10000,1000,59,3,366.69,15.6,102.66,5.21,870,10,48,0.2,24.02719152
TR_2019-09-24T103154+0000.csv,1,250,5,2.2,0.01,650,1,0.52,0.01,0.46,0.01,1.1,0.02,1.9,0.2,1.2,0,1800,20,950,50,1.8,0.01,1,0,1.13,0.02,65,25,300,100,0.95,0.2,1.95,0.2,870,20,93900,100,298,2,2751.55,133.71,0,10000,1000,59,3,366.69,15.6,102.66,5.21,870,10,48,0.2,24.02719152
TR_2019-09-24T105738+0000.csv,1,250,5,2.5,0.01,650,1,0.52,0.01,0.46,0.01,1.1,0.02,1.9,0.2,1.2,0,1800,20,950,50,1,0.01,1,0,1.13,0.02,65,25,300,100,0.95,0.2,1.95,0.2,870,20,93900,100,298,2,2751.55,133.71,0.375,10000,1000,59,3,366.69,15.6,102.66,5.21,870,10,48,0.2,24.02719152
TR_2019-09-24T105908+0000.csv,1,250,5,2.5,0.01,650,1,0.52,0.01,0.46,0.01,1.1,0.02,1.9,0.2,1.2,0,1800,20,950,50,1.4,0.01,1,0,1.13,0.02,65,25,300,100,0.95,0.2,1.95,0.2,870,20,93900,100,298,2,2751.55,133.71,0.375,10000,1000,59,3,366.69,15.6,102.66,5.21,870,10,48,0.2,24.02719152
TR_2019-09-24T113458+0000.csv,1,250,5,2.5,0.01,650,1,0.52,0.01,0.46,0.01,1.1,0.02,1.9,0.2,1.2,0,1800,20,950,50,1.8,0.01,1,0,1.13,0.02,65,25,300,100,0.95,0.2,1.95,0.2,870,20,93900,100,298,2,2751.55,133.71,0.375,10000,1000,59,3,366.69,15.6,102.66,5.21,870,10,48,0.2,24.02719152
TR_2019-09-24T115704+0000.csv,1,250,5,2.8,0.01,650,1,0.52,0.01,0.46,0.01,1.1,0.02,1.9,0.2,1.2,0,1800,20,950,50,1,0.01,1,0,1.13,0.02,65,25,300,100,0.95,0.2,1.95,0.2,870,20,93900,100,298,2,2751.55,133.71,0.75,10000,1000,59,3,366.69,15.6,102.66,5.21,870,10,48,0.2,24.02719152
TR_2019-09-24T115828+0000.csv,1,250,5,2.8,0.01,650,1,0.52,0.01,0.46,0.01,1.1,0.02,1.9,0.2,1.2,0,1800,20,950,50,1.4,0.01,1,0,1.13,0.02,65,25,300,100,0.95,0.2,1.95,0.2,870,20,93900,100,298,2,2751.55,133.71,0.75,10000,1000,59,3,366.69,15.6,102.66,5.21,870,10,48,0.2,24.02719152
TR_2019-09-24T123026+0000.csv,1,250,5,2.8,0.01,650,1,0.52,0.01,0.46,0.01,1.1,0.02,1.9,0.2,1.2,0,1800,20,950,50,1.8,0.01,1,0,1.13,0.02,65,25,300,100,0.95,0.2,1.95,0.2,870,20,93900,100,298,2,2751.55,133.71,0.75,10000,1000,59,3,366.69,15.6,102.66,5.21,870,10,48,0.2,24.02719152
